City_ID,City,Country,Lat,Lng,Current Weather,Max Temp,Humidity,Cloudiness,Wind Speed
468,Sept-Iles,CA,50.2001,-66.3821,overcast clouds,26.6,74,99,11.5
469,Ternate,ID,0.8,127.4,overcast clouds,81.01,77,100,5.46
470,Burgeo,CA,47.6167,-57.6152,scattered clouds,32.52,92,49,29.04
471,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,overcast clouds,74.5,95,100,0.78
472,Boyolangu,ID,-8.1181,111.8935,scattered clouds,82.98,73,32,7.76
473,Richards Bay,ZA,-28.783,32.0377,scattered clouds,72.79,86,31,8.9
474,Verkhneyarkeyevo,RU,55.4505,54.3145,overcast clouds,-1.95,90,100,14.76
475,Itarema,BR,-2.9248,-39.9167,scattered clouds,77.97,84,28,9.48
476,Honningsvag,NO,70.9821,25.9704,light snow,27.81,94,100,25.75
477,Saint-Augustin,CA,51.226,-58.6502,light snow,32.47,97,100,19.8
478,Dzilam Gonzalez,MX,21.2833,-88.9333,clear sky,74.7,88,8,5.44
479,Labuhan,ID,-6.8844,112.2051,clear sky,83.25,77,3,12.88
480,Oranjemund,NA,-28.55,16.4333,overcast clouds,65.01,90,91,17.27
481,Vallenar,CL,-28.5708,-70.7581,clear sky,62.92,67,0,1.9
482,Ribeira Grande,PT,38.5167,-28.7,overcast clouds,61.14,88,95,21.88
483,San Cristobal,VE,7.7669,-72.225,overcast clouds,65.98,89,100,1.61
484,Avera,US,33.194,-82.5271,light intensity drizzle,41.0,91,90,9.22
485,Usta Muhammad,PK,28.1794,68.0445,clear sky,52.09,43,0,1.61
486,Dingle,PH,10.9995,122.6711,scattered clouds,81.84,80,47,14.45
487,Port Hawkesbury,CA,45.6169,-61.3485,few clouds,32.0,69,20,16.11
488,Los Cedrales,PY,-25.65,-54.7,clear sky,71.6,88,0,4.61
489,Trairi,BR,-3.2778,-39.2689,clear sky,77.79,84,3,6.42
490,Saint-Joseph,RE,-21.3667,55.6167,scattered clouds,78.8,69,40,6.91
491,Umm Lajj,SA,25.0213,37.2685,clear sky,67.75,49,0,18.84
492,Port Lincoln,AU,-34.7333,135.8667,overcast clouds,62.55,67,99,12.08
493,Hami,CN,42.8,93.45,overcast clouds,33.22,72,99,5.53
494,Acari,PE,-15.4311,-74.6158,overcast clouds,72.73,69,100,3.62
495,Kalmunai,LK,7.4167,81.8167,few clouds,77.86,87,24,7.94
496,Pemangkat,ID,1.1667,108.9667,light rain,81.14,80,52,4.07
497,Esna,EG,25.2934,32.554,clear sky,55.4,71,0,4.45
498,Knysna,ZA,-34.0363,23.0471,few clouds,66.2,88,20,6.91
499,Saint George,US,37.1041,-113.5841,clear sky,57.2,17,1,11.5
500,Yarmouth,US,41.7057,-70.2286,clear sky,39.99,48,1,11.5
501,Lubao,PH,14.9167,120.55,broken clouds,82.4,74,75,6.91
502,Altay,CN,47.8667,88.1167,clear sky,21.42,85,0,3.74
503,Green River,US,41.5286,-109.4662,clear sky,30.2,47,1,21.85
504,Broken Hill,AU,-31.95,141.4333,clear sky,69.8,52,0,14.97
505,Kabare,CD,-2.4683,28.8242,overcast clouds,62.37,80,98,2.53
506,Cordele,US,31.9635,-83.7824,moderate rain,44.01,93,90,8.05
507,Katangli,RU,51.7102,143.2326,light snow,1.36,91,100,13.02
508,Prabumulih,ID,-3.45,104.25,overcast clouds,77.72,89,92,5.21
509,Vao,NC,-22.6667,167.4833,clear sky,78.03,80,0,5.46
510,Sur,OM,22.5667,59.5289,clear sky,62.17,66,0,6.78
511,Zhezkazgan,KZ,47.8043,67.7144,broken clouds,14.11,95,52,14.56
512,Cayenne,GF,4.9333,-52.3333,heavy intensity rain,77.0,100,90,8.05
513,Starosubkhangulovo,RU,53.1031,57.4423,overcast clouds,0.28,88,100,14.58
514,Bose,IT,45.4612,8.0137,light rain,46.99,92,100,5.61
515,Marawi,PH,7.9986,124.2928,broken clouds,80.01,82,74,3.0
516,Namibe,AO,-15.1961,12.1522,broken clouds,70.39,80,67,5.32
517,Nicoya,CR,10.1483,-85.452,clear sky,82.4,65,0,2.3
518,Alihe,CN,50.5667,123.7167,snow,-4.58,81,0,3.29
519,Haskovo,BG,41.9403,25.5694,scattered clouds,46.99,10,36,1.86
520,Ostrovnoy,RU,68.0531,39.5131,light snow,8.35,92,100,10.76
521,Verkhnyaya Inta,RU,65.9811,60.3094,overcast clouds,-19.64,85,100,14.32
522,Manchester,GB,53.4809,-2.2374,broken clouds,37.99,93,75,11.5
523,Rodrigues Alves,BR,-7.738,-72.6509,heavy intensity rain,74.62,92,100,1.14
524,Ola,RU,59.5833,151.2833,overcast clouds,17.8,88,100,14.56
525,Surgut,RU,61.25,73.4167,light rain,33.8,100,90,11.18
526,Pavelets,RU,53.7883,39.246,broken clouds,0.0,68,63,11.65
527,Keroka,KE,-0.7758,34.9453,overcast clouds,59.18,74,98,2.89
528,Ostashkov,RU,57.1467,33.1075,overcast clouds,1.54,93,100,7.29
529,Kupang,ID,-10.1667,123.5833,broken clouds,84.2,84,75,10.36
530,Porto Velho,BR,-8.7619,-63.9039,light rain,77.0,94,40,2.3
531,Berlevag,NO,70.8578,29.0864,light snow,26.74,94,100,25.59
532,Vila Velha,BR,-20.3297,-40.2925,light rain,82.99,83,75,9.22
533,Ati,TD,13.2154,18.3353,few clouds,63.32,25,19,11.7
534,Bilma,NE,18.6853,12.9164,clear sky,59.59,29,6,5.86
535,Auki,SB,-8.7676,160.7034,light rain,77.16,88,100,8.63
536,Pisco,PE,-13.7,-76.2167,broken clouds,71.6,83,75,9.22
537,Antalaha,MG,-14.9003,50.2788,overcast clouds,74.43,87,99,4.14
538,Scottsbluff,US,41.8666,-103.6672,light snow,12.2,79,90,20.71
539,Faya,SA,18.3851,42.4509,scattered clouds,46.4,87,40,1.07
540,Cache Creek,CA,50.8101,-121.3246,light snow,37.4,86,90,8.05
541,Praia,CV,14.9215,-23.5087,broken clouds,68.0,64,75,20.71
542,Puerto Escondido,MX,15.85,-97.0667,broken clouds,80.6,74,75,4.61
543,Nalut,LY,30.3333,10.85,overcast clouds,61.93,29,100,8.08
544,Nola,IT,40.922,14.5329,clear sky,60.01,58,0,2.3
545,Sabattus,US,44.1198,-70.1076,clear sky,30.2,43,1,8.05
546,Kanniyakumari,IN,8.0833,77.5667,few clouds,75.13,68,12,19.3
547,Kurilsk,RU,45.2333,147.8833,overcast clouds,16.7,89,100,13.27
548,Tocopilla,CL,-22.092,-70.1979,clear sky,68.13,68,10,3.98
549,Leh,IN,34.1667,77.5833,clear sky,4.77,48,0,2.53
550,Smithers,CA,54.7804,-127.1743,light snow,24.8,93,90,3.44
551,Erezee,BE,50.3,5.55,light rain,39.0,93,90,16.11
552,Prince Rupert,CA,54.3161,-130.3201,overcast clouds,41.0,81,90,8.05
553,Janauba,BR,-15.8025,-43.3089,moderate rain,70.68,91,100,5.77
554,Charlestown,AU,-32.95,151.6667,broken clouds,81.0,47,75,14.97
555,Wonthaggi,AU,-38.6044,145.5913,scattered clouds,64.99,76,41,16.04
556,Galveston,US,29.3669,-94.9669,clear sky,60.01,94,1,4.61
557,Varghis,RO,46.1333,25.5333,overcast clouds,41.0,85,98,8.01
558,Tyrma,RU,50.0833,132.1667,light snow,-3.91,85,100,2.42
559,Kloulklubed,PW,7.0419,134.2556,overcast clouds,77.0,94,90,14.97
560,Naze,JP,28.3667,129.4833,clear sky,61.03,66,0,8.97
561,Sinnamary,GF,5.3833,-52.95,overcast clouds,77.25,87,100,14.27
562,Roma,US,43.2128,-75.4557,clear sky,19.4,58,1,4.94
563,Ayagoz,KZ,47.9714,80.4392,snow,28.6,97,100,24.99
564,Humaita,BR,-7.5061,-63.0208,overcast clouds,74.35,97,95,2.17
565,Balaka,MW,-14.9793,34.9558,overcast clouds,69.33,94,100,1.25
566,Hasaki,JP,35.7333,140.8333,few clouds,57.0,50,20,5.75
567,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,light rain,72.21,98,100,8.14
568,Hokitika,NZ,-42.7167,170.9667,clear sky,66.4,65,0,7.36
569,Kajaani,FI,64.2273,27.7285,overcast clouds,14.0,85,90,6.91
570,Wangou,CN,42.0623,126.9127,clear sky,13.71,82,0,4.27
571,Havelock,US,34.8791,-76.9013,overcast clouds,46.0,65,90,9.22
572,Gryfice,PL,53.9165,15.2003,light snow,19.0,73,0,9.22
573,Vila,PT,42.0304,-8.1588,broken clouds,37.0,89,63,2.57
574,Kropotkin,RU,45.4375,40.5756,snow,25.81,98,100,1.97
575,Villazon,BO,-22.0866,-65.5942,heavy intensity rain,53.76,69,95,14.47
576,Cabedelo,BR,-6.9811,-34.8339,few clouds,78.8,83,20,4.61
577,Chimbote,PE,-9.0853,-78.5783,overcast clouds,71.02,75,100,6.42
578,Ayan,RU,56.45,138.1667,light snow,0.27,91,100,13.11
579,Burghausen,DE,48.1667,12.8333,overcast clouds,36.0,99,85,5.01
580,Viedma,AR,-40.8135,-62.9967,overcast clouds,62.01,69,98,16.67
581,Kita,ML,13.0349,-9.4895,broken clouds,74.77,20,84,5.59
582,Nanortalik,GL,60.1432,-45.2371,overcast clouds,24.98,88,100,9.28
583,Hambantota,LK,6.1241,81.1185,few clouds,71.6,100,20,1.14
584,Rovaniemi,FI,66.5,25.7167,clear sky,15.8,92,0,9.22
585,Rincon,US,32.296,-81.2354,moderate rain,48.2,93,90,10.36
586,Ugoofaaru,MV,5.6667,73.0,clear sky,81.41,73,4,7.31
587,Padang,ID,-0.9492,100.3543,few clouds,82.4,69,20,2.3
588,Lola,GN,7.8,-8.5333,overcast clouds,72.95,75,98,1.72
589,Adrar,MR,20.5022,-10.0711,overcast clouds,55.92,42,100,9.86
590,Domoni,KM,-12.2569,44.5319,overcast clouds,79.77,73,100,5.37
591,Port-Cartier,CA,50.0334,-66.8654,overcast clouds,26.6,74,99,11.5
592,Zvishavane,ZW,-20.3267,30.0665,overcast clouds,67.03,98,99,2.42
593,Tatvan,TR,38.5067,42.2817,clear sky,27.27,94,3,3.58
594,Oud-Beijerland,NL,51.8242,4.4125,snow,30.99,93,90,21.85
595,Beni Mazar,EG,28.4962,30.8029,clear sky,53.53,87,0,6.6
596,Sabang,ID,5.8933,95.3214,few clouds,82.54,75,13,18.12
597,Baley,RU,51.6,116.6333,light snow,-7.74,88,99,1.25
598,Christchurch,NZ,-43.5333,172.6333,clear sky,68.0,60,0,21.85
599,Ocampo,MX,21.65,-101.5,overcast clouds,59.43,31,99,7.74
600,Redcliffe,AU,-27.2307,153.0973,scattered clouds,91.99,62,40,8.05
601,Vardo,NO,70.3705,31.1107,light snow,26.91,92,100,29.37
602,Safford,US,32.834,-109.7076,clear sky,62.6,19,1,5.75
603,Gardez,AF,33.5974,69.2259,scattered clouds,33.66,72,37,0.83
604,Planadas,CO,3.197,-75.6451,overcast clouds,68.07,73,95,4.32
605,Rakitnoye,RU,50.8389,35.8515,scattered clouds,5.0,78,40,13.42
606,Manuk Mangkaw,PH,4.8,119.85,overcast clouds,81.81,80,99,10.89
607,Fernley,US,39.608,-119.2518,clear sky,50.0,35,0,3.47
608,Nadym,RU,65.5333,72.5167,light snow,-15.95,88,100,16.82
609,Camapua,BR,-19.5314,-54.0439,clear sky,68.81,73,0,5.73
610,Alice Springs,AU,-23.7,133.8833,clear sky,87.01,25,4,17.27
611,Wajima,JP,37.4,136.9,overcast clouds,50.97,70,100,23.91
612,Tomatlan,MX,19.9333,-105.25,clear sky,67.59,91,0,2.77
613,Kenai,US,60.5544,-151.2583,mist,18.0,92,90,4.61
614,Sambava,MG,-14.2667,50.1667,overcast clouds,74.66,89,93,4.56
615,Namtsy,RU,62.7161,129.6658,fog,-41.8,60,100,4.47
616,Araouane,ML,18.9048,-3.5265,overcast clouds,68.14,25,94,16.87
617,Puerto Narino,CO,-3.7703,-70.3831,broken clouds,78.8,94,75,3.44
618,Mogadishu,SO,2.0371,45.3438,clear sky,75.42,84,0,16.22
619,Safaga,EG,26.7292,33.9365,clear sky,64.31,55,0,11.27
620,Penjamo,MX,20.4333,-101.7333,scattered clouds,73.4,11,40,5.75
621,Kardla,EE,58.9978,22.7492,overcast clouds,18.81,91,98,3.98
622,Zhangjiakou,CN,40.81,114.8794,clear sky,19.27,71,0,7.07
623,Waipawa,NZ,-41.4122,175.5153,overcast clouds,75.99,63,89,8.05
624,Parker,US,32.7668,-97.8003,clear sky,46.99,80,0,7.25
625,Manta,EC,-0.95,-80.7333,clear sky,80.6,74,0,4.61
626,Kiunga,PG,-6.1219,141.2906,broken clouds,92.5,48,64,7.9
627,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,scattered clouds,28.4,59,40,13.42
628,Yushala,RU,57.0761,64.2601,light rain and snow,32.0,100,90,8.95
629,Hvolsvollur,IS,63.7533,-20.2243,clear sky,27.61,91,0,11.05
630,Minas,UY,-34.3759,-55.2377,few clouds,66.99,88,20,3.44
631,Butembo,CD,0.15,29.2833,broken clouds,59.56,68,83,1.59
632,Lima,PE,-12.0432,-77.0282,broken clouds,75.0,78,75,10.36
633,Bajil,YE,15.0584,43.2851,clear sky,71.28,66,0,6.58
634,Fairbanks,US,64.8378,-147.7164,light snow,-5.01,77,90,1.34
635,Canto Do Buriti,BR,-8.11,-42.9444,overcast clouds,72.48,88,96,4.9
636,Boardman,US,41.0242,-80.6628,broken clouds,19.0,72,51,1.92
637,Warrington,GB,53.3925,-2.5802,broken clouds,39.2,81,75,19.57
638,Rio Grande,BR,-32.035,-52.0986,clear sky,66.99,96,0,9.75
639,Jian,CN,27.1172,114.9793,clear sky,62.6,68,0,1.43
640,Logan,US,41.7355,-111.8344,overcast clouds,42.8,45,90,9.22
641,Escanaba,US,45.7453,-87.0646,clear sky,1.4,71,1,8.05
642,Cervo,ES,43.6702,-7.4101,broken clouds,42.01,87,70,1.99
643,Saint Anthony,US,45.0205,-93.218,clear sky,-5.8,64,1,12.66
644,Abay,KZ,49.6311,72.8539,sleet,28.4,93,90,33.55
645,Hobyo,SO,5.3505,48.5268,broken clouds,76.66,79,59,15.84
646,Namatanai,PG,-3.6667,152.4333,overcast clouds,86.16,63,86,6.6
647,Veraval,IN,20.9,70.3667,clear sky,66.99,35,0,15.9
648,Abu Dhabi,AE,24.4667,54.3667,clear sky,66.2,48,0,9.22
649,Haileybury,CA,47.449,-79.6373,overcast clouds,12.2,67,90,16.11
650,Agropoli,IT,40.3469,14.9966,broken clouds,64.0,46,80,4.0
651,Wenzhou,CN,27.9994,120.6668,overcast clouds,69.01,68,95,2.95
652,Zhongshu,CN,24.5167,103.7667,overcast clouds,56.66,78,100,4.97
653,Indiaroba,BR,-11.5192,-37.5117,overcast clouds,78.51,83,100,8.43
654,Pitimbu,BR,-7.4706,-34.8086,few clouds,78.8,83,20,4.61
655,Asyut,EG,27.181,31.1837,clear sky,53.6,76,0,6.91
656,Sola,VU,-13.8833,167.55,few clouds,82.06,74,20,6.02
657,Kousseri,CM,12.0769,15.0306,scattered clouds,65.98,23,41,9.98
658,Kantang,TH,7.4054,99.5156,few clouds,84.99,69,20,6.8
659,Roald,NO,62.5833,6.1333,clear sky,24.8,68,0,14.97
660,Hukuntsi,BW,-24.0,21.75,clear sky,67.15,90,0,9.53
661,Soe,ID,-9.8607,124.284,overcast clouds,77.86,74,86,9.24
662,Nago,JP,26.5881,127.9761,scattered clouds,69.8,88,40,6.91
663,Callaguip,PH,18.0714,120.4867,broken clouds,82.4,65,75,1.14
664,Rio Bueno,CL,-40.3167,-72.9667,clear sky,68.0,57,0,5.75
665,Rio Hato,PA,8.3833,-80.1667,few clouds,82.4,69,20,9.22
666,Kaihua,CN,23.3687,104.28,overcast clouds,60.01,77,100,7.0
667,Kushima,JP,31.4583,131.2333,few clouds,59.0,55,20,18.41
668,Qarqin,AF,37.4185,66.0436,overcast clouds,51.93,45,100,8.52
669,Zhengjiatun,CN,43.5064,123.5064,broken clouds,6.17,92,58,11.16
670,Nkowakowa,ZA,-23.8878,30.2871,light rain,59.0,94,20,2.42
671,Manicore,BR,-5.8092,-61.3003,moderate rain,73.76,96,95,1.92
672,Kerrville,US,30.0474,-99.1403,clear sky,57.2,21,1,4.61
673,The Valley,AI,18.217,-63.0578,few clouds,78.01,83,11,8.01
674,Kishapu,TZ,-3.6167,33.8667,overcast clouds,68.79,81,100,4.45
675,Belomorsk,RU,64.5232,34.7668,light snow,12.02,96,100,6.35
676,Loandjili,CG,-4.7561,11.8578,light rain,80.6,89,75,5.37
677,Seabra,BR,-12.4186,-41.7703,overcast clouds,68.74,86,100,3.96
678,Mogocha,RU,53.7333,119.7667,broken clouds,-7.4,81,75,2.08
679,Shitanjing,CN,39.2342,106.3439,clear sky,29.12,77,0,3.33
680,Abadzekhskaya,RU,44.3939,40.2214,light rain,35.94,90,100,3.29
681,Hauterive,FR,46.0901,3.4459,light rain,48.2,71,75,3.44
682,Lokosovo,RU,61.1333,74.8167,overcast clouds,31.91,98,100,10.11
683,Bambanglipuro,ID,-7.95,110.2833,overcast clouds,83.52,72,98,4.74
684,Cortez,US,37.3489,-108.5859,clear sky,37.4,35,1,2.44
685,Adamantina,BR,-21.6853,-51.0725,clear sky,75.2,53,0,3.44
686,Beatrice,US,40.2681,-96.747,clear sky,1.99,78,1,4.61
687,Korla,CN,41.7597,86.1469,scattered clouds,27.1,85,33,2.51
688,Cambridge,CA,43.3601,-80.3127,broken clouds,15.01,73,75,6.91
689,Matara,LK,5.9485,80.5353,broken clouds,75.47,86,65,4.7
690,Pangkalanbuun,ID,-2.6833,111.6167,overcast clouds,83.37,77,100,3.94
691,Puerto Madero,MX,14.7208,-92.4215,scattered clouds,78.8,78,40,3.44
692,Sosnovo-Ozerskoye,RU,52.5249,111.5418,overcast clouds,-6.0,90,100,5.01
693,Hailey,US,43.5196,-114.3153,clear sky,35.6,55,1,10.36
694,Batemans Bay,AU,-35.7167,150.1833,broken clouds,75.0,73,55,3.0
695,Kargasok,RU,59.0556,80.8572,overcast clouds,33.04,95,100,13.94
696,San Quintin,MX,30.4833,-115.95,clear sky,60.12,72,0,6.78
697,Belyy Yar,RU,53.6039,91.3903,mist,3.2,85,20,2.24
698,Sinfra,CI,6.6167,-5.9167,overcast clouds,78.8,83,97,4.61
699,Omboue,GA,-1.5746,9.2618,overcast clouds,79.29,84,100,5.77
700,Hoquiam,US,46.9809,-123.8893,broken clouds,46.4,87,75,18.41
